Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.308,0.228,243.44,1.6,0,0,1
0.446,0.228,246.51,2,0,0,1
0.24,0,244.71,1,0,0,1
0.226,0.056,242.36,1,0,0,0
0.358,0.126,243.02,1.6,0,0,1
1.618,0.072,239.6,6.8,0,0,17
0.158,0,240.68,0.6,0,0,1
0.278,0,240.92,1.2,0,0,1
1.714,0.362,234.92,7.4,0,1,17
3.318,0.29,240.28,13.8,0,0,18
2.838,0.056,235.67,12,1,0,17
1.272,0.07,238.42,5.2,0,0,18
0.17,0.138,240.01,0.8,0,2,1
0.558,0.23,240.95,2.4,1,0,0
0.726,0.074,241.32,3,0,0,1
1.302,0.106,243.88,5.4,0,1,1
0.342,0,240.33,1.4,0,0,0
1.242,0.046,234.94,5.2,0,0,17
1.356,0,241.35,5.6,0,0,18
0.47,0.096,240.46,2,0,0,1
2.542,0.08,237.76,10.6,0,0,18
1.55,0.082,245.83,6.2,0,0,18
1.546,0.168,243.93,6.4,0,1,18
1.514,0.098,238.08,6.2,0,0,18
0.248,0,239.73,1,0,0,1
0.368,0.112,238.62,2,0,0,2
0.826,0.212,243.88,3.4,0,1,0
0.452,0,235.22,1.8,0,0,0
0.26,0.142,241.57,1.2,0,0,1
0.288,0.066,235.93,1.2,0,0,0
1.272,0.08,236.64,5.4,0,1,0
1.974,0.524,243.1,8.4,0,1,19
3.32,0.2,231.71,14.2,1,0,16
0.16,0,241.79,0.6,0,0,1
0.57,0.438,239.35,3,2,1,1
0.218,0,243.84,0.8,0,0,0
0.284,0.048,245.9,1.2,0,0,1
0.364,0,235.99,1.8,0,0,0
0.864,0,242.47,3.4,1,0,1
0.576,0,243.22,2.4,0,4,1
1.416,0.238,236.16,6,0,0,17
0.596,0.182,242.65,2.6,0,1,1
1.81,0.18,244.54,7.4,1,0,19
0.666,0.148,235.63,2.8,0,0,1
3.376,0.174,231.84,14.6,0,0,16
0.284,0.196,234.12,1.4,0,0,0
2.94,0.06,239.2,12.2,1,2,18
0.37,0,242.47,1.6,0,0,0
0.88,0.456,243.21,5,6,0,0
0.318,0,244.95,1.2,0,0,0
0.296,0.084,240.35,1.2,0,1,0
1.596,0.062,242.74,6.6,0,1,18
0.216,0.07,235.63,1,0,0,0
0.266,0,241.44,1,0,0,1
1.246,0.092,235.58,5.2,0,0,17
0.22,0,241.17,1,0,0,0
1.52,0,239.61,6.2,0,0,17
0.446,0.138,242.21,1.8,0,0,0
0.296,0.132,244.66,1.4,0,0,0
3.634,0.062,239.85,15,38,0,19
1.398,0.112,241.1,5.8,0,0,18
2.128,0.058,244.73,8.6,0,0,19
3.012,0.372,242.07,12.4,0,1,18
1.524,0.064,242.89,6.2,0,0,19
0.338,0.072,241.81,1.4,0,0,0
1.326,0.202,237.88,5.6,0,1,17
0.316,0.126,244.02,1.4,0,0,0
1.662,0.212,241.26,7,0,0,18
0.326,0.222,239.67,1.6,0,0,1
0.218,0.106,245.87,1,0,0,1
1.498,0.078,241.8,6.2,0,0,19
0.85,0,240.78,3.4,0,0,0
0.356,0.216,241.37,1.8,0,0,0
2.874,0.106,235.21,12.2,0,0,17
1.29,0,239.95,5.4,0,0,18
2.622,0,242.93,10.8,0,0,19
0.382,0.166,238.99,1.6,0,2,1
0.976,0,239.36,4,0,0,0
0.394,0,242.7,1.8,0,0,0
0.536,0.094,239.08,2.2,0,1,0
0.342,0.16,244.37,1.4,0,0,0
0.374,0.218,241.21,1.8,0,1,0
0.496,0.194,242.1,2.4,0,2,0
3,0.262,238.04,12.6,0,0,18
0.432,0.238,246.14,2,0,0,0
1.278,0.084,239.27,5.2,0,0,18
1.198,0,234.21,5,0,0,17
3.512,0.088,236.69,14.8,0,2,17
1.298,0,238.31,5.4,0,0,17
0.294,0.064,242.3,1.2,0,1,0
0.292,0.082,244.9,1.4,0,0,1
1.292,0,248.82,5.2,0,0,1
0.186,0.066,240.21,0.8,0,0,0
0.338,0.07,245.28,1.4,0,0,0
0.256,0.142,242.75,1.2,0,0,1
0.388,0.208,244.45,1.8,0,0,0
0.248,0.142,242.42,1.2,0,0,0
1.77,0.21,243.29,7.2,0,0,0
1.966,0.066,243.78,8,0,1,18
0.24,0,243.62,1,0,0,0
1.396,0.088,243.04,5.6,0,1,18
0.226,0.114,239.13,1,0,2,1
2.102,0.076,233.13,9,2,2,17
0.158,0,241.99,0.6,0,0,0
2.774,0.06,241.55,11.4,0,0,19
0.706,0,242.62,2.8,0,0,0
0.156,0,242.49,0.6,0,0,0
0.286,0.056,237.27,1.4,0,0,0
0.928,0.164,237.28,4,2,1,0
1.546,0.058,241.22,6.4,0,0,0
1.874,0.116,235.72,8,0,0,17
1.648,0.072,242.07,6.8,1,0,18
0.94,0.136,242,3.8,0,1,0
1.266,0.152,234.03,5.4,0,0,1
1.64,0.092,242.1,6.8,0,1,18
0.214,0.102,240.58,1,0,0,1
1.766,0,240.28,7.4,0,0,0
0.34,0.09,246.01,1.4,0,0,0
0.17,0,239.33,0.8,0,0,0
1.292,0.07,232.18,5.6,0,0,17
1.468,0.318,240.61,6.2,0,1,18
2.124,0.272,238.14,9.2,0,0,20
1,0,241.39,4.6,1,0,12
3.722,0.83,236.98,16.2,0,1,18
1.622,0.07,240.48,7,0,0,18
1.486,0.112,244.94,6,0,0,18
0.302,0.054,243.62,1.4,0,0,0
0.53,0,245.23,2.4,0,0,0
0.572,0.164,231.3,2.8,0,1,0
0.162,0,243.91,0.6,0,0,1
1.406,0.094,239.27,5.8,0,0,18
3.844,0.068,240.22,16,38,0,19
1.578,0.344,242.62,6.6,0,1,19
1.72,0.24,239.93,7.2,0,2,18
3.346,0.382,238.58,14,0,5,18
0.748,0.076,248.01,3,0,0,1
1.396,0.088,239.58,5.8,0,0,17
2.236,0,239.23,9.4,0,0,0
1.872,0.11,241.89,7.6,0,0,18
1.344,0,245.68,5.4,0,0,18
1.47,0.054,230.46,6.2,0,0,17
1.694,0.092,240.54,7,0,0,18
0.412,0.072,243.18,1.8,0,0,0
1.282,0,240.03,5.2,0,0,18
1.448,0.186,242.14,6,0,0,19
2.198,0.114,236.74,9.2,1,2,18
0.224,0,246.07,0.8,0,0,0
0.44,0,241.73,1.8,0,0,1
0.472,0.068,238.16,2,0,0,1
1.262,0.198,233.5,5.4,0,0,17
1.428,0.066,245.22,5.8,0,0,18
2.034,0.11,239.18,8.4,0,0,18
0.514,0.342,240.76,2.6,0,1,1
1.29,0,242.3,5.2,0,0,0
0.906,0.104,238.07,3.8,1,0,0
0.738,0.092,238.71,3,0,0,1
0.354,0.2,243.34,1.6,0,0,1
3.078,0.276,240.15,12.8,0,0,18
0.13,0,241.64,0.6,0,0,0
1.448,0.078,236.7,6.2,0,1,17
0.222,0,244.58,1,0,0,0
1.384,0,243.59,5.6,0,0,18
0.378,0.23,239.06,1.8,0,1,0
3.08,0.094,237.94,13.4,0,28,18
0.438,0.106,241.84,1.8,0,0,0
2.236,0.456,241.16,9.4,0,1,0
1.288,0,241.07,5.2,0,0,18
1.58,0.178,236.72,6.6,0,0,17
0.236,0.144,240.37,1,0,0,0
0.332,0.12,243.94,1.4,0,0,0
0.436,0.322,240.13,2.2,0,1,1
0.888,0.27,241.71,3.8,0,1,0
1.88,0.208,243.19,7.6,0,9,19
1.212,0,240.69,5,0,0,18
0.41,0.104,239.67,2,0,1,0
1.334,0,241.14,5.4,0,0,18
3.582,0.314,240,14.8,0,1,17
3.004,0.21,236.85,13,0,0,18
0.334,0.268,242.93,1.6,0,1,1
2.214,0.134,239.8,9.2,0,0,18
0.306,0.112,242.71,1.4,0,1,0
0.416,0.33,240.49,2.2,0,2,0
1.118,0.4,237.46,5,0,2,13
1.342,0.182,239.68,5.6,0,1,1
3.626,0.106,240.1,15,0,0,18
0.238,0,242.56,1,0,0,1
1.852,0.192,241.39,7.6,1,0,18
2.118,0.336,240.44,8.8,0,0,29
0.14,0.046,242.46,0.6,0,0,1
0.342,0.102,243.88,1.4,0,1,0
0.232,0,243.64,0.8,0,0,0
1.444,0.33,234.19,6.2,0,1,17
2.748,0.32,237.94,11.6,38,1,0
1.722,0.478,234.47,7.6,2,1,17
2.384,0,238.55,10,0,0,0
1.884,0,242.89,8.2,0,25,1
2.746,0.1,238.55,11.4,1,0,18
1.702,0.168,239.73,7,0,0,18
3.092,0.202,241.24,13,1,25,0
0.364,0.084,245.26,1.6,0,0,0
0.312,0.114,239.82,1.4,0,0,0
0.138,0,240.75,0.6,0,0,1
0.414,0.222,245.1,1.8,0,0,1
1.616,0.054,241,6.6,0,0,19
1.362,0,241.92,5.6,0,0,18
1.34,0,245.18,5.4,0,0,0
1.32,0,237.52,5.4,0,0,18
0.082,0,242.33,0.2,0,0,0
1.446,0.32,238.36,6.2,0,2,18
0.314,0.264,242.98,1.6,0,2,0
1.42,0.07,243.19,5.8,0,0,18
0.22,0.12,241.97,1,0,1,1
0.6,0.332,241.83,2.8,0,0,0
0.512,0.08,241.78,2.2,0,0,1
0.748,0.252,238.76,3.6,0,10,0
1.55,0.312,241.57,6.4,0,2,18
0.21,0.128,243.28,1,0,2,0
0.338,0.142,247,1.4,0,0,1
0.23,0.12,239.3,1,0,0,0
1.316,0,242,5.4,0,0,19
0.174,0.15,240.59,0.8,0,0,0
0.282,0.082,240.46,1.2,0,1,0
0.344,0,242.37,1.4,0,2,1
1.578,0.404,240.62,6.6,0,1,19
1.392,0,243.95,5.6,0,0,18
1.37,0.182,236.3,5.8,0,1,18
0.24,0.048,248.07,1.2,0,0,0
1.26,0,243.68,5.2,0,0,0
0.312,0.134,246.2,1.4,0,0,0
1.352,0.14,236.75,5.6,0,1,17
0.518,0.072,238.26,2.6,0,0,9
2.136,0.102,241.4,8.8,1,0,0
0.358,0.358,241.78,2,0,1,0
0.3,0.126,246.11,1.2,0,1,0
1.922,0,235.23,8,0,1,17
1.342,0,236.53,5.6,0,0,0
4.328,0.136,236.83,18.2,38,0,17
1.264,0.438,239.47,5.6,0,0,0
1.73,0.268,241.64,7.2,0,2,19
0.238,0,242.89,1,0,0,0
0.218,0.07,235.97,1,0,0,0
1.444,0.216,238.9,6,0,1,17
2.976,0.162,238.94,12.6,0,0,9
0.282,0.076,239.53,1.2,0,0,0
0.258,0,245.27,1,0,0,0
0.286,0,245.44,1.2,0,0,1
0.73,0.192,237.12,3.2,0,0,0
5.224,0.208,229.31,22.8,35,0,16
0.22,0.148,239.39,1.2,0,0,0
2.874,0.518,250.17,11.6,0,1,19
5.2,0.408,233.18,22.2,37,0,17
4.196,0.142,235.15,18,0,0,18
0.354,0.112,245.47,1.4,0,0,1
3.196,0.35,238.72,13.4,0,36,13
1.224,0.088,234.58,5.2,0,0,17
1.472,0.082,243.46,6,0,0,18
1.94,0.074,241.2,8,0,0,18
0.31,0.206,240.12,1.6,0,2,0
0.276,0,242.49,1.2,0,1,0
0.974,0.256,242.96,4,0,1,12
0.348,0.132,241.77,1.6,0,2,0
0.362,0.094,238.51,1.6,0,0,0
0.444,0.226,247.7,2,0,2,0
1.804,0.398,240.17,7.6,0,1,12
1.392,0.112,238.97,5.8,0,0,18
2.702,0.126,240.95,11.2,0,1,0
2.366,0.15,241.46,10,0,21,1
0.566,0.09,243.93,2.2,0,0,1
0.344,0.12,243.17,1.4,0,0,0
0.42,0.058,244.4,1.8,0,0,0
0.59,0.308,241.65,2.6,0,1,1
0.438,0.17,238.69,2,0,1,0
0.448,0.084,238.59,1.8,0,1,0
1.39,0.08,239.21,5.8,0,1,18
0.34,0.236,241.7,1.6,0,1,1
1.378,0.068,239.77,5.8,0,0,0
1.118,0,234.84,4.6,0,0,17
2.082,0,236.92,8.8,0,0,17
0.422,0,242.06,2,0,0,1
0.614,0.082,246.88,2.4,0,0,0
2.376,0,237.44,10.2,0,0,17
0.316,0.236,238.55,1.6,0,1,1
0.286,0,246.76,1.2,0,0,0
0.226,0.092,246.35,1,0,0,1
0.594,0.216,240.79,2.6,0,0,0
0.488,0.216,242.01,2.2,0,0,1
0.462,0.292,247.73,2.2,0,2,0
1.804,0,242.2,7.4,1,0,18
0.24,0.124,243.74,1,0,0,1
0.274,0,243.03,1.2,0,0,1
0.278,0.12,241.06,1.4,0,2,1
0.958,0.062,235.31,4.2,0,0,0
0.176,0.146,238.47,0.8,0,0,1
0.794,0.166,241.68,3.4,0,0,1
1.778,0,241.59,7.2,0,0,19
0.39,0.164,243.09,1.6,0,0,1
0.322,0.094,241.91,1.4,0,0,0
0.428,0.234,242.56,2,0,2,0
0.274,0.1,242.93,1.2,0,1,1
0.558,0,242.73,2.2,0,0,0
1.32,0,240.91,5.4,0,0,18
2.01,0,242.78,8.2,0,0,0
0.356,0.136,238.67,1.6,0,0,1
2.534,0.538,238.48,10.8,0,1,18
1.788,0.05,238.73,7.4,0,0,18
0.226,0.108,241.5,1,0,2,0
1.898,0,239.92,7.8,0,0,18
1.062,0.104,239.35,4.4,0,0,1
0.22,0,241.27,1,0,0,0
0.234,0.12,242.06,1,0,0,1
1.764,0.148,239.68,7.4,1,5,18
0.474,0,241.54,2.2,0,0,1
0.684,0.116,245.7,2.8,0,2,0
3.72,0.068,238.99,15.4,38,0,18
0.136,0,243.78,0.6,0,0,1
0.354,0.116,241.82,1.4,0,0,1
0.76,0,235.73,3.2,0,0,0
0.386,0.268,242.93,1.8,0,1,0
1.396,0.1,241.94,5.6,0,2,19
2.594,0.226,240.13,11.2,0,1,19
1.816,0,240.25,7.6,0,4,18
0.142,0.052,238.96,0.6,0,0,1
0.392,0.204,240.4,1.8,0,0,0
0.184,0,241.15,0.8,0,0,1
2.766,0.106,249.34,11,0,0,19
1.458,0.204,239.62,6,0,1,19
0.252,0,241.77,1,0,0,0
0.396,0.196,241.24,1.8,0,1,0
0.382,0.214,239.3,1.8,0,0,1
3.778,0.118,236.14,16,0,0,17
0.286,0.204,234.01,1.4,0,0,0
0.192,0,243.45,0.8,0,0,0
0.216,0,240.22,0.8,0,0,0
0.084,0,243.65,0.2,0,0,0
0.298,0.204,241.53,1.4,0,0,1
0.346,0.158,244.36,1.6,0,0,0
1.316,0.2,235.64,5.6,0,1,17
0.33,0.102,245.45,1.4,0,0,0
0.374,0.082,235.32,1.6,0,0,0
0.422,0.226,239.62,2,0,1,1
1.344,0,244.75,5.4,0,0,19
0.252,0.118,240.1,1.2,0,0,1
0.172,0.144,238.39,0.8,0,0,1
0.194,0,245.31,0.8,0,0,1
1.342,0.128,242.39,5.4,0,0,19
2.326,0.056,241.84,9.6,0,1,19
0.262,0,243.51,1,0,0,1
0.22,0,240.82,1,0,0,0
1.524,0.086,241.76,6.2,1,0,19
0.746,0.096,245.85,3,0,0,0
0.286,0.11,246.95,1.2,0,0,0
0.302,0.076,241.28,1.2,0,2,0
0.316,0,245.72,1.4,0,0,1
2.106,0.33,240.52,8.8,0,1,18
2.588,0.238,239.66,10.8,0,0,29
2.942,0.198,240.33,12.2,1,5,17
0.144,0,238.93,0.6,0,0,1
1.98,0.224,239.96,8.2,0,0,0
1.514,0.3,239.42,6.4,0,1,18
1.306,0.064,240.49,5.4,0,0,18
0.198,0.048,243.15,0.8,0,0,0
2.284,0.286,240.82,9.6,1,0,0
0.326,0.138,248.85,1.4,0,2,0
0.302,0.198,232.54,1.4,0,0,0
0.812,0.434,237.7,3.8,0,2,0
0.336,0.082,245.97,1.4,0,1,1
0.192,0,241.43,1,0,0,1
0.194,0,240.51,0.8,0,0,0
0.216,0,245.91,0.8,0,0,0
0.364,0.124,243.9,1.6,0,0,1
0.496,0.196,245.22,2.2,0,1,1
0.402,0.222,240.54,1.8,0,0,0
1.452,0.228,234.69,6.2,0,1,16
0.104,0,241.71,0.4,0,0,0
0.514,0.074,243.34,2.2,0,0,0
0.17,0,241.75,0.8,0,0,1
2.044,0.214,238.4,8.6,0,0,18
2.838,0.274,237.95,12,0,0,0
3.224,0.048,242.27,13.6,0,0,18
2.312,0.09,234.53,9.8,0,0,0
3.638,0.102,240.86,15,0,0,18
1.426,0.19,238.84,6,0,0,13
0.16,0,239.33,0.6,0,0,1
0.34,0.082,243.62,1.4,0,0,0
2.288,0.132,237.18,9.6,0,0,18
2.276,0.162,240.08,9.4,0,0,17
0.484,0.262,245.15,2.2,0,0,0
0.236,0,243.3,1,0,0,1
1.37,0.08,240.36,5.6,0,0,18
1.368,0.09,237.29,5.8,0,0,17
0.158,0,242.44,0.6,0,0,1
0.292,0.192,233.75,1.4,0,0,0
0.304,0.1,241.87,1.2,0,0,0
1.946,0.26,242.71,8,0,0,18
0.226,0,243.27,1,0,0,0
0.248,0.082,242.66,1,0,0,1
0.366,0.192,240,1.6,0,1,0
1.63,0.164,238.72,6.8,0,2,18
0.562,0.21,240.63,2.8,0,0,7
1.538,0.078,242.23,6.2,0,0,18
0.248,0,244.13,1,0,0,0
1.412,0.09,244.55,5.8,0,0,18
2.298,0.314,241.87,9.6,0,0,1
0.234,0,239.9,1,0,0,0
0.294,0.218,240.01,1.4,0,0,0
1.232,0.084,239.01,5,0,0,17
0.366,0.112,242.26,1.6,0,0,0
1.376,0.082,240.6,5.6,0,0,18
1.506,0.208,241.05,6.4,1,0,0
0.498,0.236,244.07,2.2,0,2,1
0.118,0,240.56,0.6,0,0,0
0.222,0,242.33,1,0,0,0
2.496,0.176,236.93,10.4,1,0,18
0.254,0.116,239.82,1.2,0,0,0
0.136,0,240.62,0.6,0,0,1
0.158,0,242.92,0.6,0,0,1
0.212,0,245.37,0.8,0,0,0
1.65,0,239.43,6.8,0,0,18
1.172,0.068,239.6,4.8,0,0,0
3.65,0.054,238.09,15.2,37,0,18
0.56,0.05,237.19,2.4,0,0,1
1.824,0,240.28,8,1,0,19
0.414,0.058,240.53,1.8,0,2,0
0.402,0.2,236.71,1.8,0,0,0
0.302,0.134,242.13,1.4,0,0,1
2.16,0.058,245.19,8.8,0,0,18
0.942,0.302,240,4,0,0,11
0.472,0.126,243.13,2,0,0,0
0.352,0.1,240.45,1.4,0,0,1
0.5,0.332,241.37,2.4,0,2,0
0.31,0.168,242.62,1.4,0,1,1
1.336,0.09,240.98,5.4,0,0,19
1.34,0,240.48,5.6,0,0,18
0.08,0,240.52,0.2,0,0,0
1.236,0,233.59,5.2,0,1,0
1.414,0.094,241.52,5.8,0,1,18
0.222,0.08,240.47,1,0,0,1
3.032,0,239.01,12.6,0,1,18
2.188,0,234,9.4,0,0,17
0.514,0.274,240.19,2.4,0,2,0
0.288,0.24,239.53,1.6,0,2,0
0.364,0.228,242.74,1.8,0,0,1
0.556,0.302,241.56,2.6,1,0,1
1.402,0,241.29,5.8,0,0,19
0.4,0.116,245.77,1.8,0,0,0
1.056,0.226,240.3,4.4,0,1,11
0.442,0.144,242.86,1.8,0,1,0
1.67,0,237.82,7,0,0,18
2.568,0.334,241.02,10.6,0,1,0
2.128,0.106,238.66,8.8,1,0,18
2.098,0.37,240.86,8.8,0,0,29
0.224,0,243.4,1,0,0,0
1.328,0.052,239.16,5.4,0,0,17
1.304,0.116,239.33,5.4,0,1,18
0.584,0.088,244.63,2.8,0,0,0
0.282,0,247.4,1,0,0,0
0.082,0,242.6,0.2,0,0,0
1.83,0.234,249.59,7.4,0,1,20
0.592,0.174,242.55,2.4,0,1,1
4.884,0.828,230.85,21.4,1,36,16
1.294,0.2,233.21,5.6,0,1,17
1.34,0.208,241.6,5.6,0,1,18
1.238,0.1,235.31,5.2,0,0,17
0.386,0.296,239.76,2,0,1,0
0.396,0.058,239.56,1.6,0,0,0
0.266,0.126,242.14,1.2,0,0,0
0.13,0,241.38,0.6,0,0,0
0.318,0.104,243.47,1.4,0,0,0
1.302,0,241.02,5.4,0,0,0
0.438,0.08,242.68,1.8,0,0,0
4.658,0.216,236.78,19.6,35,0,18
1.45,0.054,242.65,6,0,0,19
0.744,0.34,242.12,3.4,0,0,1
0.436,0.294,233.81,2.2,0,2,1
0.172,0.08,240.12,0.8,0,0,0
0.104,0,237.98,0.6,0,0,0
0.394,0.262,244.08,1.8,0,2,0
0.082,0,242.09,0.2,0,0,1
0.426,0.046,238.81,2.2,0,0,0
3.314,0,233.19,14.2,0,0,17
0.442,0.132,242.38,1.8,0,1,1
0.244,0.108,242.7,1.2,0,0,1
1.42,0.098,244.93,7,0,2,0
0.426,0.238,246.26,2,0,1,1
2.644,0.364,238.57,11.2,0,1,29
1.398,0.096,242.04,5.8,0,0,18
0.196,0.126,236.85,1,0,0,0
0.296,0.232,241.75,1.6,0,0,0
3.108,0,240.92,12.8,39,0,0
1.922,0.384,238.11,8.2,0,1,18
3.488,0.072,235.21,14.8,36,0,17
2.114,0.122,241.42,8.6,0,0,19
0.842,0.182,240.82,3.6,0,0,1
1.882,0.27,242.82,7.8,0,0,0
0.394,0.094,239.17,1.8,0,0,0
0.336,0.214,242.38,1.6,0,0,0
1.382,0.184,239.15,5.8,2,0,18
0.336,0.078,241.95,1.4,0,1,0
0.208,0.1,238.82,1,0,0,0
2.444,0.284,237.5,10.2,0,0,17
1.576,0.234,240.71,6.6,2,0,18
0.29,0.178,241.72,1.4,0,1,0
0.28,0.056,242.85,1.2,0,0,0
2.002,0,243.44,8.2,2,0,18
2.408,0,243.65,12.8,0,0,0
1.306,0,241.11,5.4,0,0,18
0.268,0.232,238.58,1.4,0,0,0
1.13,0,233.76,4.8,0,0,17
0.62,0.052,240.61,2.6,0,0,0
1.268,0.046,238.24,5.2,0,0,18
3.142,0.112,239.53,13,38,0,0
3.444,0.21,237.69,14.4,0,0,17
1.39,0,247.24,5.6,0,0,20
0.17,0.144,242.63,0.8,0,1,1
0.412,0.132,244.81,1.8,0,0,0
0.684,0.268,241.78,3,0,0,0
1.578,0.08,237.98,6.6,0,0,1
0.482,0.204,244.12,2.2,0,1,0
0.282,0.08,236.82,1.2,0,0,0
0.816,0.138,247.11,3.4,0,0,0
1.29,0.102,237.89,5.4,0,0,17
0.496,0.344,242.81,2.4,0,1,1
1.336,0,242.9,5.4,0,0,19
0.208,0.102,242.04,0.8,0,0,1
0.268,0,244.44,1.2,0,0,0
2.626,0.108,240.8,10.8,38,0,1
1.178,0.048,228.66,5,0,0,17
1.816,0,241.38,7.4,0,0,19
6.008,0.234,236.61,25.4,38,36,18
1.602,0.088,242.28,6.6,0,2,19
0.236,0,244.32,1,0,0,1
0.776,0,236.02,3.2,0,0,0
0.42,0.194,243.26,1.8,0,0,1
0.316,0.104,241.37,1.4,0,2,0
0.212,0.108,232.09,1.2,0,0,0
3.298,0,236.52,14,0,1,0
0.21,0.048,237.68,0.8,0,0,0
0.178,0.068,236.56,1,0,0,0
0.438,0.18,240.49,2,0,1,1
0.484,0.358,245.78,2.4,0,2,0
0.496,0.304,240.57,2.4,0,1,1
1.398,0.1,238.75,5.8,0,0,18
0.48,0.218,242.97,2.2,0,0,1
0.788,0.056,242.4,3.2,2,0,0
0.226,0,237.57,1,0,0,0
0.38,0.212,241.96,1.8,0,1,0
2.376,0.072,239.43,9.8,0,1,0
0.352,0.144,244.51,1.6,0,0,0
0.304,0.076,245.47,1.2,0,1,0
0.238,0.066,237.41,1,0,0,1
0.542,0.176,243.1,2.4,0,1,1
0.456,0.212,240.93,2,0,0,0
2.798,0.316,235.29,12,0,1,17
1.844,0,236.2,7.8,0,0,17
1.358,0,241.42,5.6,0,0,18
1.532,0.14,241.38,6.4,0,0,0
0.34,0.112,241.5,1.4,0,0,1
0.308,0.212,234.86,1.6,0,1,0
0.988,0.436,243.68,4.4,0,4,0
1.668,0.126,243.14,6.8,0,1,18
0.25,0.112,242.53,1,0,1,0
0.582,0.158,232.55,2.8,0,0,0
0.33,0.072,244.72,1.4,0,1,0
0.486,0.11,245.79,2.2,0,1,0
0.384,0.224,242.96,1.8,0,1,0
3.888,0.246,238.2,17,0,35,17
1.164,0,238.77,4.8,0,0,18
2.192,0,237.24,9.2,0,0,17
0.76,0.24,240.55,3.6,0,0,8
2.192,0,237.54,9.2,0,0,18
1.468,0.118,232.11,6.2,0,0,17
0.376,0.328,238.4,2,0,1,0
0.414,0.19,244.35,1.8,0,1,1
0.332,0.126,238.83,1.4,0,0,1
0.626,0.182,232.64,2.8,0,1,0
0.238,0,247.87,1,0,0,0
1.386,0.054,237.45,5.8,0,0,18
3.44,0,233.23,14.6,0,0,17
0.546,0.196,243.23,2.4,0,0,1
1.566,0.206,241.45,6.4,0,1,19
0.318,0.256,240.08,1.8,0,1,0
0.68,0,248.89,2.6,0,0,0
0.31,0.198,236.66,1.6,0,1,0
0.344,0.112,242.04,1.4,0,0,0
0.47,0.154,242.05,2.2,0,2,0
1.68,0.084,238.5,7,0,0,18
0.358,0.086,238.97,1.6,0,0,0
3.922,0.234,242.25,16.2,0,38,18
0.314,0.052,241.9,1.4,0,0,0
0.364,0.124,238.94,1.6,0,0,1
0.232,0.11,243.74,1,0,0,1
2.488,0,235.98,10.4,0,0,18
2.144,0.178,231.76,9.2,0,0,16
3.554,0.16,238.27,14.8,0,0,17
0.138,0,240.74,0.6,0,0,0
1.014,0.434,242.64,4.4,0,0,11
2.774,0.392,238.44,12.2,20,2,18
2.138,0.202,239.67,9,0,0,1
0.302,0,242.57,1.4,0,0,0
2.116,0.404,242.11,8.8,0,0,1
0.26,0.096,241.85,1.2,0,2,0
0.378,0.17,239.61,2.2,0,1,5
3.838,0.296,241.97,15.8,0,34,0
0.26,0,245.57,1.2,0,0,0
8.694,0.654,232.81,37.4,37,37,17
0.156,0.116,237.77,0.8,0,0,1
0.262,0.158,242.77,1.2,0,0,0
0.388,0.076,243.58,1.6,0,2,0
0.558,0.158,242.96,2.6,0,0,3
1.304,0,242.99,5.4,0,1,0
1.016,0.362,240.52,4.6,0,2,0
0.32,0.094,239.68,1.4,0,1,0
1.33,0,240.9,5.4,0,0,18
0.308,0.218,235.75,1.6,0,1,0
1.442,0,242.52,6,0,0,18
3.786,0.062,241.47,15.8,36,1,0
0.334,0.118,241.62,1.6,0,0,0
0.292,0.122,238.41,1.4,0,0,1
2.954,0.542,234.67,12.8,1,0,17
0.26,0,243.54,1,0,0,1
1.744,0.07,239.17,7.2,0,0,18
1.868,0.174,234.22,8,0,0,17
0.292,0.1,243.13,1.2,0,2,0
2.236,0,243.52,9.2,0,0,18
0.378,0.078,234.5,1.6,0,0,1
1.602,0.084,238.68,6.8,0,0,18
0.308,0.1,241.29,1.4,0,1,0
0.188,0.072,227.65,0.8,0,1,0
1.644,0.284,239.57,7,0,1,18
3.404,0.454,239.59,14.2,0,2,28
0.386,0.312,236.18,2,0,0,0
0.574,0.078,240.06,2.6,0,0,0
1.446,0.078,242.23,6,0,0,0
0.184,0.072,239.85,0.8,0,0,0
0.226,0.046,244.3,1,0,0,0
0.306,0.066,243.45,1.2,0,0,0
0.244,0.08,242.18,1,0,0,1
3.758,0.216,237.08,15.8,0,0,18
0.52,0.268,248.08,2.4,0,2,0
0.362,0.118,242.71,1.6,0,0,1
0.584,0.248,245.11,2.6,0,1,0
0.318,0.114,243.43,1.4,0,1,1
0.178,0,243.61,0.6,0,0,1
1.42,0.068,232.59,6.2,0,0,17
2.362,0,238.01,9.8,0,0,17
1.646,0.078,239.31,6.8,0,0,17
0.278,0.162,241.31,1.4,0,0,1
0.706,0.176,241.33,3.4,0,1,8
1.44,0.26,239.94,6,0,0,18
0.512,0.068,241.88,2.4,0,1,0
0.642,0.426,240.1,3.2,0,1,0
0.34,0.156,242.99,1.4,0,0,1
0.212,0.11,239.52,1,0,2,1
1.378,0.202,240.54,5.8,0,2,1
2.566,0.064,236.18,10.8,0,2,18
0.818,0.06,241.96,3.4,0,0,0
1.376,0.28,239.94,6,0,1,15
1.394,0,239.16,5.8,1,0,18
0.276,0.11,239.76,1.2,0,0,1
0.91,0.054,247.87,3.6,0,0,1
2.676,0.304,239.66,11.2,39,0,0
