Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
14.16,58.9,4.915,32936.9,20221.3,15763.3
20.48,78.6,4.918,44857.4,28000.8,19036.6
24.43,57.4,4.918,37398.5,27360.8,33192.3
11.63,70.5,0.087,43011.6,26804.9,26249.6
17.23,59.17,0.075,32591.4,21578.1,16453
24.85,59.29,4.903,42871.5,28591.1,39337.9
21.84,45.75,4.925,46231.2,27463.1,20110.4
19.64,89,4.919,26304.4,17006.6,11298.2
27.34,40.81,4.919,36809.8,23288,12949.8
26.85,83.5,4.915,30471.2,18824.1,24775.2
18.75,47.7,0.077,36055.1,22328,17146.5
23.3,58.34,0.076,41396.5,24668.7,25208.7
24.28,88.6,4.908,25239.2,16950.8,14884.5
16.74,58.73,0.09,32327.9,19506.7,16180.4
7.03,63.11,0.087,23040,13575.7,14634.5
18.18,84.8,0.063,22160,17929.3,7205.78
11.83,77.6,0.094,30058.6,16658.2,13911.3
21.51,65.29,4.918,28749.6,19437.8,14344.6
24.64,92.9,4.923,30807.4,19980.6,23058.1
9.77,69.45,0.082,29192.2,17550,17941.9
11.29,66.81,4.914,21776.9,13466.3,12700.9
23.2,59.02,4.909,29827,20643,25883.8
23.41,68.25,0.069,38654.3,21491.5,18993.2
11.69,65.39,0.088,20471.2,11438.3,10599.6
22.26,81.3,4.918,47008.2,27452.8,33148.1
20.61,47.75,4.916,46212.3,27373.4,20682.3
22.15,49.23,0.087,38547.7,33021.1,19847.7
22.53,41.53,0.082,44452.5,27969.2,25887.5
19.93,86,0.067,23421.5,13363.4,12831.5
8.19,87,0.088,21867.3,13966,13960.5
25.41,57.71,0.07,51571.5,34715.1,39778.3
25.04,84.6,4.919,34278.7,21474.6,21402.9
26.12,33.1,0.072,38730.6,23721.8,21356.3
13.15,81.4,0.075,23750.6,19032.8,6955.1
24.14,83.2,4.916,27052.2,17772.2,20539.6
25.21,69.46,0.262,35579.5,23231.6,15550.2
12.32,65.41,0.081,20579.2,10081.5,11843.9
10.32,53.67,0.081,41583.1,23879.6,25928.7
14.36,79.6,0.073,39628.9,33013.8,16330.4
23.8,43.34,4.928,48777.8,33148.9,36185.1
15.91,84.1,0.071,35266.8,19345.4,19083.6
19.96,88.3,0.068,40447.2,22737.6,23175.9
20.33,89,0.067,41795,26068.2,24883.2
22.14,81.7,4.92,47148.1,27535.1,33360.7
12.24,86.5,4.922,21735.4,15419,10612
27.16,53.84,4.921,33409.3,22370.9,22449.2
11.66,73.2,0.087,25321.7,14220.4,16157.1
23.02,53.5,0.074,30966.2,26189.3,10895.4
6.202,87.7,0.086,22333.1,16853,9807.44
20.09,87.6,0.066,36060.4,22958.4,22159.8
15.18,55.64,0.08,22911,19386.3,10233.9
28.49,65.53,4.909,42615,28773.4,26970.3
21.52,62.47,0.081,23904.6,11144.3,11136
8.29,86.6,0.088,22882,14363.5,14949.4
14.4,90.1,0.069,42012.7,21281.1,28410.2
13.07,78.5,0.087,23762.7,18823,9703.72
24.22,67.87,4.923,34232.3,22989.2,11671.7
22.78,86.7,0.28,35127.1,21753.4,15491.4
25.95,88.2,4.909,23570.6,17532.4,17412.4
14.57,89.3,0.068,28682.2,13102.2,15546.2
12.23,70.8,0.082,43126.8,26866.9,25841.8
12.75,70.4,0.071,31917,21136.8,20755.7
23.38,69,0.069,35958.7,19107.7,16512
10.4,88.7,0.084,20891.3,16429.6,8804.8
26.69,70.9,4.917,35874,24216.5,25148.8
27.95,49.89,4.903,48662.7,33722.9,36112.9
27.38,59.05,4.902,34457.7,26766.2,24797.5
25.36,48.42,4.915,35395.6,24501.3,32228.3
22.98,74.3,0.069,39887.7,24960.5,22472.9
23.32,68.56,0.268,29112.2,17756.8,15673.8
14.87,75.6,0.074,32991.3,23352.4,17012.9
8.18,50.65,0.092,25999.3,15658.4,16926.9
10.96,88.6,0.084,20894.7,10840.3,11822.5
12.49,67.62,0.084,35548.5,22085.1,24545.1
19.27,89,0.073,37080.8,24830.3,12161.9
16.22,68.73,0.072,33096.7,20118.9,22254.5
20.34,81.4,4.917,26257.7,17487.3,10531.6
13.23,80.8,0.082,20836.5,15509.1,9801.68
24.08,52.88,4.917,33507.6,19927,15290
22.56,53.35,0.073,34560,21424.4,16583.2
24.22,46.28,4.924,33873.7,17831.7,15793.5
11.76,85.5,4.917,28635.3,20713.7,14593.9
27.24,74.3,4.922,38472.5,24937.7,26681.4
23.61,67.18,4.918,30758.1,15765.9,17965.3
19.7,75.4,0.069,38972.3,30923.6,17025.5
27.02,64.12,4.922,36650.5,22257.7,21144.1
25.41,23.79,4.919,33489.8,20901.5,17221.7
17.21,57.51,0.078,31093.5,25310.8,9732.53
23.83,53.95,0.278,37886,23078.2,15650.3
14.98,71.3,0.075,19594.9,12828,13856.4
20.84,85.7,0.067,42392.6,26446.2,25113.6
27.38,73.5,4.906,41867.1,31841.2,27469.8
17.35,78.8,0.077,33034.7,19422.4,18240
14.59,83.1,0.083,22721.4,13039,13436.1
10.91,63.25,0.083,24743.5,14242.7,15061.9
13.52,76.7,0.076,25070.7,20126.4,7393.04
14.58,61.35,0.082,23093.5,19209.6,9208.16
16.48,63.89,0.104,32012.2,25436,9392.56
11.02,72.6,0.083,22820.3,13097.9,13841.4
17.52,84.8,4.919,24676.7,15451.4,15035.5
23.24,73.7,0.082,34919.2,22757.7,11508.3
12.37,77.1,4.916,22765.4,13185.4,14483.9
19.35,47.4,0.087,40129.2,33958.3,17881.4
27.61,67.46,4.923,40633.3,26503.9,27162.9
27.45,50,0.069,35617.6,21822.9,18061.2
12.72,72.4,0.084,23290.2,11587.8,13424.6
23.69,71.2,4.923,34100,23037.8,11514.2
26.46,58.62,4.907,31026.2,20635.4,25257.2
24.23,85.8,4.916,28621.4,18596.2,21949.5
20.56,81.3,0.09,33980.2,20311.6,15348.3
22.03,60.81,0.076,34018.6,21551.7,21232.7
21.12,63.47,4.91,32802,23409.5,26097.6
22.43,54.47,4.914,48279.7,25521.8,28941.8
22.86,69.29,0.273,33687.1,23317.7,11714.2
14.27,80.8,0.084,25025.4,14992.7,15091
16.78,75.2,0.072,37076.9,29763.2,17083.4
25.81,32.76,0.07,40892.2,25798.8,23347.2
27.22,55.9,4.929,33743.5,20145.6,25197
20.2,58.55,4.923,41830.1,21049.9,23451.8
5.138,75.8,0.083,26193.4,16668.7,16678.6
20.7,61.51,0.082,23714.3,19381.7,8485.35
22.37,72.1,4.916,23472.3,12442.8,13457.7
22.18,46.92,0.091,33853.2,19107.1,18199.3
21.08,58.92,4.92,26888.5,15975.5,14632.4
18.98,67.8,4.921,34950.3,22595.7,18154.5
12.41,82.7,0.081,21627.4,16124,9018.01
28.07,43.8,4.919,45314.6,29335.4,36921.8
25.34,53.24,0.078,32317.3,19445.1,15381.3
32.28,35.41,4.908,34713.1,23270.9,31830.6
14.77,46.94,0.082,38302.8,23941.6,19477.6
13.98,81.5,0.084,23407.7,14751.2,11438.7
9.4,80.5,0.086,20949.9,12415.8,11433.3
18.53,86.3,0.067,23493.2,13749.8,11275.1
16.04,80.7,0.074,34374,18333.6,18158.5
14.77,54.62,0.085,34693.7,21352,17528.7
15.86,87.2,0.08,25630.1,13787.6,11356.6
8.03,78,0.083,24559,15147.7,15365.8
11.79,88.7,0.08,32905.5,19328,16606.5
12.91,55.44,0.087,33861.4,20004.9,20467.7
16.47,81.1,0.076,42149.1,22593.5,27653.8
22.71,68.5,0.079,35032.6,24849,13510
19.08,88.8,4.917,37493.5,22707.1,21804
13.91,73.3,4.921,36604.1,22373.3,18634.6
21.35,42.58,0.087,35948.8,21515.7,19281.5
18.36,53.19,4.916,32488.9,20462.2,19585.2
11.83,56.53,0.093,22711.9,13874.8,13914.2
17.75,65.55,0.081,36124,21772.1,21374
18.96,44.89,0.088,29743.7,17348.8,17001.3
26,41.75,0.274,35713.3,22176.3,14820.7
16.06,84.4,0.081,25932.3,21559.1,12641.9
27.89,65.56,4.903,29861.2,22238.6,21439
15.38,67.59,0.074,23573.2,12842,16331.6
23.12,60.85,4.902,24746.9,18315.5,16557.7
28.11,64.4,4.912,37570.8,25283.5,28998.8
16.32,77.2,0.083,25960.3,14759.3,16896
23.57,82.1,0.276,43142.7,25592.9,21728
10.73,89.7,0.08,28116.9,24195.9,10669.9
16.98,53.29,0.09,30466.9,26386,10055.2
14.54,90.6,0.074,27764.6,12765,15767.3
14.29,74.6,0.086,31543.7,26271.9,9646.1
22.5,60.81,4.925,27414,18209.6,14550.6
21.09,41.88,0.083,32352.7,19972.3,17652.4
24.53,90.2,4.918,25603.6,15224.9,14643.8
9.39,87,4.92,32753.9,20064.4,15728.6
22.12,70.8,4.912,27054.2,15747.2,12761.4
12.26,80.6,4.918,22947.5,17876.6,9144.78
11.44,87.4,0.081,22807.6,19032.8,8049.94
10.55,88.1,0.086,24400.3,14107.3,15311.6
15.66,61.55,4.922,29273.9,17927.1,13972
24.32,93.4,4.934,28007.3,17182.7,15305.8
18.55,63.32,4.923,25850.7,16663.1,10066.9
14.62,69.26,0.08,41540.3,24178.7,25645
5.532,90.4,0.082,21081.4,12948.3,10402.7
18.69,86.3,0.068,25394.4,15124.5,11893.1
29.41,41.35,0.069,41515.5,28792.4,26573
20.78,58.57,4.921,30394.4,25528.6,12389.5
25.41,85.4,4.922,38037.7,25564.9,29829.2
27.99,33.88,4.919,47182.3,27688.6,19798.2
21.34,70.3,0.333,26245,15111,13579.2
22.72,84.7,4.916,27559.8,17152.3,15185.5
8.42,64.9,4.917,29800.7,18149.5,18142.6
29.27,49.52,4.906,49666.4,36437.2,38496.3
30.18,53.13,4.926,42061.4,22575.9,26034.5
28.5,70,4.922,36784.7,21999.2,17406.4
22.26,89.2,0.31,27162.5,16723.9,14073.5
20.09,48.98,0.085,30929.2,26148.3,10270.8
21.17,69.95,0.072,30646.2,23872.3,11710.8
21.49,69.66,0.079,25860.2,14340.6,13659.6
5.581,84.3,4.913,23683.7,19007.1,7450.66
13.73,73,0.073,21715.9,12682.1,14466.6
16.44,60.11,0.076,31116.3,20787.8,15038.7
16.42,59.18,0.08,33228.9,27199.8,10297.2
23.72,63.12,0.075,35116.2,25264.6,23070.1
25.35,86.6,4.929,37379.3,22983.7,19880.1
20.9,71.8,0.072,32835.1,21243.3,16061.5
5.455,82.4,0.083,22276.9,17732.2,7066.99
17.61,70.8,0.071,39649.2,33504.5,15342.7
18.83,89.9,0.069,29221.8,17873.7,17985.4
14.8,65.52,0.079,37012.9,30712.5,15610.1
19.29,44.93,0.087,28885.8,17162.2,16856.1
8.82,65.24,0.084,31552.4,20739.2,15227
21.4,81.5,4.921,33142.3,20986.3,25639.4
16.24,83.3,0.067,33384.6,26583.5,15388.9
18.41,81.7,0.075,24437.5,14544.9,14429.1
19.53,85.2,0.071,42982.8,25304,25750.9
12.95,75.7,0.085,23361.2,19036.5,8850.9
10.14,71,0.085,35969.6,23011.6,21975.9
21.57,86.9,0.277,38548.7,25682.7,15832.6
14.55,76.6,4.916,24608.7,12398.8,13140
32.74,34.92,4.907,42846,34689.9,30908.8
15.7,79.6,0.069,43283.7,22527.5,27822.5
15.02,88,0.069,25929.3,14235,17134.5
23.06,69.16,0.069,33046.9,20975.1,15188.7
25.43,77.2,4.933,47448.1,30457.4,32423.3
14.03,67.09,0.079,24364.1,15067.5,14698.1
19.49,83.2,4.921,45702.3,27767.2,25995.8
14.65,73.6,0.072,26189.7,15389.8,13608.7
11.64,80.1,0.074,39819.7,24040.1,24765.1
26.71,70.4,4.918,35982.5,24406.3,25166.9
16.16,87.6,0.066,34870,20346.2,18711.3
13.49,57.29,0.086,33162.5,20097.3,16401
14.46,63.55,0.086,42364.1,28285.7,25251.4
20.78,81.8,4.919,27071.4,16541.8,20666.1
33.96,30.88,4.915,41340.6,27774.7,32041.5
25.37,62.58,0.07,37497.2,21237,20363.8
22.74,63.16,4.906,30911.4,21269.6,26305.6
24.78,83.6,4.928,29699.4,19272.2,24739.1
7.41,89.6,0.072,22179.7,13422.5,13986.1
19.72,85.6,4.917,28761.8,18961.7,10831.6
21.66,83.7,0.066,44961.1,28190,25668.9
20.67,69.81,4.917,44872.1,26408.7,27193.1
28.19,69.62,4.926,37366.5,22124.6,17364.3
24.62,66.19,4.903,30980,21698.8,21589.5
14.18,67.77,4.911,32229.2,20308.8,14860.2
9.67,68.35,0.082,26520.5,15706.1,15921.3
12.74,59.01,4.921,23530.2,12475.6,11903.2
23.24,64.95,0.297,42919.6,25600.4,22622.3
15.96,55.06,0.084,30789.4,26846.3,8931.57
17.97,68.62,0.08,39518.9,23665.7,25131.3
8.01,87.4,0.083,21837,14243.2,14463.6
7.91,79.8,0.091,25488.6,16362.3,16048.2
22.4,84.9,4.915,33999.3,20376.3,15473.7
14.84,63.35,0.079,31612.9,19517.3,14819.7
20.57,77.8,0.071,45323.8,25913.3,19433.4
15.1,72.8,0.087,38381.7,32354.7,15846.3
12.13,49.18,0.088,33034.6,20276,16689.5
14.91,48.1,0.082,42219.6,25350,24032.9
16.98,62.99,4.927,26468.3,15509.1,12249.5
13.15,77.1,0.073,29489.5,19455.3,14171.3
9.4,82.7,4.915,27066.2,21702.4,8072.99
21.82,67.43,0.078,26791.9,14990.7,14137.7
28.16,60.66,4.91,41506.4,27186.1,29263.9
19.84,74.3,0.082,32877.4,26727.4,11140.7
13.9,90,0.069,34510.4,18476.6,19752.7
11.37,86.1,0.081,21405.6,14279.6,14342.2
28.62,65.5,4.915,39612,26483.5,30854.6
14.9,70.8,0.073,19898.7,12820.7,13948.9
16.16,85.7,0.069,23399.6,12589,15668.4
24.89,50.52,4.907,26018.9,17540.5,17930.7
10.77,90.5,0.078,26263.1,15903.7,16339.4
18.76,85.1,0.074,25532.9,15763.5,15793.4
22.36,67.7,4.906,33609.6,23312.7,27281.7
18.12,91.3,6.325,29064.7,19747.7,9033.92
24.18,83,4.916,25215.1,16420.3,19388.8
32.61,28.65,4.909,35529.6,24057,32487.4
21.83,51.35,0.083,33729,21265.6,16702.8
6.879,63.07,0.084,22411.5,13232.8,13899.3
13.85,74.4,0.078,23228.4,15450.5,15232.8
24.5,50.55,4.908,26012.5,17673.4,23907.6
25.55,50.62,4.913,38680.7,27603.8,30926.9
22.78,75.7,0.07,46728.5,26143,27778
13.15,69.9,4.916,23452.3,16378.5,7963.37
23.69,78.3,0.27,46003.5,27703.5,23304.8
22.37,67.59,4.919,21134.9,11826.4,10009.3
16.92,74.6,0.079,34535.4,29190.5,17985.5
21.68,83.7,4.917,27079.6,14882.7,13102.7
12.82,74.4,0.078,20187.9,11547.9,11013.8
16.03,65.96,0.083,43382.3,25455.3,25399.5
16.62,86.8,0.065,25470.5,14451.3,15720.7
11.8,82.5,0.083,25749.9,16759.9,11884.3
13.88,65.09,0.075,29092.9,17876,17968.9
22.11,60.66,4.92,36284.9,21098.5,17624
18.65,62.14,0.073,23378.5,17788,11479.5
17.7,79.5,0.065,21806.2,9521.98,10225.7
32.87,36.45,4.911,35146.8,23536.7,32276.5
16.06,85.9,4.917,25281,15258.2,14907.2
23.79,74.6,0.063,28959.5,18751.9,22118.2
25.08,50.62,4.923,27892.5,16465.1,12004.4
20.7,80.5,4.927,41588,25439.5,20039.4
11.75,62.97,0.086,34084.1,21359.3,16266.9
18.43,82,4.916,26871.6,17634,10907.2
11.98,71.6,0.089,44342.3,26947.1,26186
14.66,73.6,0.079,25507.7,15655.7,14872.2
18.3,81.2,4.914,25176.4,15796.7,10848.9
18.65,69.86,0.081,36901.8,22343,22859.3
24.24,85.7,4.916,28602.3,19017.7,22353.1
26.14,82.6,4.919,40702.7,25932.9,35831.3
16.87,69.6,0.081,23821.2,13366.2,15307.6
11.1,87.5,4.915,21766.2,15322.3,13474.7
20.65,80.6,4.918,21463.3,12858.2,13451.8
24.79,64.4,4.922,44071,27662.4,33408
11.06,74.8,4.92,34181.7,20203,16429
14.49,91,0.07,20894.7,10330.8,12096
17.75,81,0.079,24953.7,15001.9,14913
10.93,81.3,0.079,42288.6,26855.9,25821.7
23.08,81.3,4.915,34986.9,21547.6,14650.1
22.57,53.78,0.072,34522.2,21143,17519
19.03,61.05,0.08,30262.3,19466.9,18656.5
14.45,73.7,4.916,28157.2,15845.2,10965.6
16.67,80.4,0.07,23746.8,13025.3,14266.2
25.34,39.48,4.904,36241.3,24903.5,28926.4
21.01,59.91,0.072,29649.2,26025.6,11734
29.93,50.67,0.069,35507.3,20136.8,23471.3
18.51,76.3,0.075,35814.1,21155.6,16690.6
14.73,88.2,0.07,29556.4,13905.1,16448
11.73,83,0.071,43370.1,26250.5,25312.8
26.41,79.5,4.924,37980.2,24694.4,28715.7
20.31,73.4,4.92,38574.4,30241.5,17338.4
17.81,73.5,0.071,22547.7,17940.5,7483.37
8.97,67.21,0.079,23513.9,14885.1,15423.6
13.87,84.4,0.078,22716.3,18023.9,9830.49
29.02,47.59,4.911,39567.3,27303.8,32860.9
18.7,55.94,0.075,34994,20819.1,17879.3
13.87,65.61,0.087,29711.4,18289.6,14784
21.37,68.53,0.259,26115.4,15109.5,11642.6
15.32,76.4,0.078,24701.7,15694.1,15330.9
16.45,78.9,0.072,33220.8,20459.9,17489.5
8.51,85.5,0.083,27998,18470.5,13353.3
11.92,61.98,0.089,31130.8,18711.2,19479.8
19.96,85.7,0.074,38677,23650.8,23378.1
25.15,61.97,0.069,39468.1,19923.5,20411.1
15.28,57.88,0.079,26841.4,14261.4,12643.1
15.73,83.5,0.067,45509.6,19404.1,27915.6
25.65,84,4.923,47652.7,31392.6,37009.7
12.17,71.2,0.084,22905.2,12482.9,12391
28.53,27.52,4.924,37929.5,22954.7,20157
23.36,64.15,4.924,38750.8,22010.8,16550.5
13.66,49.93,0.085,42869.1,25686.6,25072.3
12.17,63.05,0.082,28720.7,18291.8,12556.2
17.35,61.14,0.084,32839.6,26447.3,14537.1
25.71,89.4,4.911,31964.5,22675.8,24219.7
16.8,87.4,4.919,38110.4,23071.2,22083.9
17.32,66.19,0.075,32821.3,26212.9,9905.4
20.5,53.91,0.076,30914.3,16104.7,19648
10.19,65.12,0.085,22231.1,12940.2,13836.8
23.93,49.05,4.904,30072.2,20809.3,22594.6
22.08,65.48,4.916,28056.4,21290,11572.5
10.94,89.4,0.067,28334.3,16906.1,11984.5
19.94,69.25,4.918,32335.4,26884.2,11928.5
25.88,37.67,0.072,39595.2,21005,18703.8
11.73,64.12,4.921,21918.6,12420.7,13894.8
21.19,60.27,4.914,48254.3,25076.5,28362.8
20,87.2,0.075,29880.8,19017.9,17864.9
14.44,91.5,0.064,32451.9,19569,16919.3
24.13,70.4,0.303,33674.3,18871.9,16344.5
22.07,40.38,0.085,35589.2,21240.7,18519.3
8.26,90.7,0.082,22265.1,13061.4,14420.3
33.58,29.78,4.907,50800.3,34651.9,47441.7
20.91,80.4,4.921,43071,26325.7,25809.2
24.28,79.9,0.322,36280.4,22000.4,19468.7
30.32,60.02,4.912,36435.3,24846.8,33276.7
12.1,71.7,0.085,30124.6,19276.6,18835.7
13.37,70.2,0.088,22657.2,13783.6,14602.4
30.93,50.52,0.065,39784.2,27603.8,31179.9
18.47,86.9,0.07,33729,22079.3,15251.2
10.6,84.6,0.081,23230.8,17431,10207.2
22.04,78.3,4.913,24252,15816.5,16490.7
21.46,51.03,4.917,35944.9,19543.9,15456.8
15.88,83.1,0.073,32073.7,16515.3,19066.2
24.96,37.38,4.906,23295.1,15482.3,18135.6
19.8,76.8,0.071,22449.2,17271.1,10265.1
14.46,82.4,0.096,27807.3,17432.9,12420
9.44,50.25,0.089,27543.1,17077.2,17447.9
20.04,66.61,0.073,29440,24761.2,16695.9
16.43,70.2,0.074,37067.7,31824.5,15241.3
28.58,42.51,4.927,27812.4,15492.7,14155.8
20.68,77.4,0.079,45449.8,27892.5,18855.7
18.17,88.1,0.073,31702,18921.4,19017.3
21.14,83.5,4.925,28327.9,17126.9,12691.8
34.92,31.12,0.069,34566.4,23631.6,24841.5
20.81,86.4,0.335,26257.7,17146.8,11414.1
16.25,91.9,0.074,24110.2,14292.3,11216.8
17.83,67.11,0.083,29413.8,20852.1,15371.6
14.18,83.3,0.078,21487.5,16967.2,9444.42
16.21,68.96,0.08,41055.3,24980.5,23876.1
21.84,76.8,4.92,35921.2,24001.2,11473.3
9.85,86.2,4.935,19790.8,13157.9,7998.07
30.18,45.62,4.904,39137.3,28427.5,27150.8
27.49,67.24,4.911,35944.2,26692.4,29227.8
20.62,77.2,4.917,46420.3,28714.1,19474.3
21.26,73.7,4.922,34043.8,21143,17274.2
19.88,88.2,0.33,24913.3,15339.3,12802.6
26.66,60.67,4.919,28348.6,20690.6,20369.7
12.55,73.8,0.083,30325.1,19779.9,19373.5
16.92,53.97,0.075,31827.1,21819.5,17018.7
5.364,87.7,0.087,24972.2,15826.1,14839.5
8.41,68.57,4.914,22763.1,18130.2,9368.67
21.06,74.3,4.92,39532.3,32153.5,16708.1
19.69,45.19,4.91,23334.1,16582,12844.1
19.48,86.2,0.069,42277.8,25634.7,25272.9
19.61,82.8,4.914,27237.1,17380.1,11776.8
14.34,59.91,0.084,41448.8,24652.9,25193.5
15.84,87.3,0.065,24205.6,12948.3,15488
23.24,73.8,4.96,35738.8,22030.4,13785.2
16.09,75.3,0.075,21895.4,15697.9,10340.2
13.63,63.97,4.919,39539,24477.8,24232.5
15.28,56.49,0.075,28818.2,21020.1,16655.4
10.88,69.48,0.09,36346.3,22953.2,22490.6
10.43,81.7,0.087,35969.6,23434.7,22750.8
14.18,83.1,0.07,43451.1,22828.1,28992
22.81,64.22,4.916,38025,27142.6,30154.2
12.84,62.14,4.916,28958.6,18674.8,13731.4
10.13,85.4,0.069,22918,12594.5,13725.6
15.25,73.6,0.075,41079.5,24780.5,25474.7
24.09,82.8,4.917,22172.5,15022.8,14406
14.42,53.97,0.083,39829.7,33742.9,16163.3
23.92,62.79,0.057,35628.1,22389.6,20269.3
17.52,75.3,4.915,44793.2,26293.9,25223.2
10.55,51.82,0.089,30490.2,18463.2,14159.8
19.22,74.2,2.121,31916.1,20218,14709
26.43,38.74,4.918,33408,20184.1,17640
23.2,86.6,4.918,28940.6,18498,18393.5
8.4,87.3,0.074,22451.7,13269.5,14011
25.06,54.63,4.917,40262.6,29821.5,36295.2
21.53,44.28,0.085,34659.2,23198.4,16989.1
11.71,81.5,0.08,30095.8,24832.2,12654
9.7,51.79,0.092,41454.9,24707.6,24788.3
16.82,83.6,4.914,23008.5,16819.9,11076.5
25.61,41.08,4.906,27873,19406.5,18225
17.44,69.46,4.923,31600,26360.3,13948.9
23.41,55.92,4.923,29337,19068.2,19699.6
18.09,81.3,0.067,36297.4,22610.5,21197.7
13.94,48.73,0.075,37426.6,31846.6,15201
16.43,80.4,0.073,35564.4,16643.6,19328
20.54,65.92,0.076,40824.2,25229.9,18190.4
18.03,82.4,4.914,23342.5,16924.5,11111.5
18.47,74.5,0.07,37243.1,30380.6,17233.7
12.19,74.4,4.923,21944.6,16467.8,9686.75
19.97,62.01,0.073,28744.2,15345.8,18589.1
22.24,64.57,4.908,28398.1,19705.1,24425.8
21.57,87.9,4.911,33948.3,21929.3,13208.6
15.59,83.8,0.084,23653.8,13663.1,11298.9
10.02,70.1,0.085,39106.7,23546.3,22981.9
25.12,55.85,4.922,49225.3,32582.5,35511
17.99,72.8,0.079,25457.3,15291.6,15758.4
29.81,38.38,0.267,34540.9,21124.7,14738.3
22.59,50.05,4.925,49078.3,32247.9,34331.3
15.08,87.2,0.074,18609.2,12856.6,7171.08
9.26,60.4,0.086,25816.7,16417,16129.2
12.69,64.57,0.083,20937.7,12977.5,14168.7
26.24,46.18,4.909,35484.9,25450.6,32607.9
4.807,73.1,0.082,18987.3,11347.1,10837.6
14.73,75.5,0.079,43996.6,26454.9,26012.9
23.31,71,0.067,37955,23239.1,21291.3
20.81,60.67,0.088,25573.4,20110,8987.23
16.39,76.2,0.07,34412.9,21318.3,16072.3
15.64,51.08,4.915,29187.7,24422.7,10594.7
15.39,62.28,0.081,25444.1,15877.2,11560.5
22.26,70.8,4.918,26952.5,15624.1,14992.9
11.19,87,0.077,28052.4,16181.7,17146.5
23.85,67.36,0.069,35666.2,20286.5,17368.6
22.16,48.15,0.089,34361.6,21248.1,18216.7
15.93,56.51,0.082,36769.6,31095.4,15327.7
10.58,62.27,1.437,32536.7,20487.5,15938.3
13.61,85.1,0.084,24168.4,13428.5,15778.9
15.93,86.1,4.923,27289.9,16102.7,12873.2
10.88,88.3,0.089,28150.5,17648.8,12681.3
15.85,87.5,0.078,26323.3,14754.8,12459.6
13.86,46.27,0.083,37569.2,31786.4,16198.6
11.02,78,0.081,25520.1,16181.7,12532.4
13.45,54.44,0.082,39829.7,33654.5,15598.6
20.91,87.2,0.287,29271.5,19440.7,12532
11.47,79.3,0.072,22021,14790.3,14125
18.32,90.1,4.915,26544.4,15417.9,12714.4
20.81,60.26,0.071,30896.3,17699.1,17390.8
17.38,93,0.08,25365.4,16595.9,12191.1
21.99,61.54,0.069,31329.2,25590.5,17187.5
8.24,90.4,0.082,22289.5,13024.9,14426.1
24.38,57.25,4.903,29030.1,21109.6,20722.8
9.97,82.8,0.077,20056.7,13418.8,13659.8
14.07,69.32,0.074,35182.4,21767.8,16243.8
16.33,84.8,4.909,36582.1,21380.5,22383.9
16.25,87.1,0.065,25098.5,14158,16302.5
16.24,84.8,0.071,34349.2,20694.5,18088.7
14.19,62.84,0.083,37105.8,20768.4,19038.1
13.7,46.67,0.082,39993.8,33980.6,17014
9.69,86,4.936,20227.7,13373.6,8339.28
9.11,83.8,0.073,38916.5,25407.9,24294.9
16.4,87.1,4.912,26430.5,17017.8,11164
23.54,69.22,4.924,34018.4,18864.4,14220.6
14.74,79.2,0.084,25276.6,15431.7,15451
31.46,30.12,4.917,39031.5,26384.8,28649.4
15.24,57.58,0.08,24516.6,13586.6,12145.2
21.38,61.02,0.267,34897.7,20941.4,16768.1
17.93,88.3,4.914,25998.7,17468.7,11496.7
28.25,70.8,4.904,41873.5,28944.5,27903.2
21.96,69.27,4.92,34238.6,19411.6,12663.8
15.49,77.7,0.081,18561.2,12916.8,6211.76
19.29,55.32,4.922,32246.2,26170.7,10392.3
10.94,82.3,0.086,30290.5,22726,9669.15
16.3,53.72,0.084,30710.3,27107.7,8925.81
15.45,57.36,0.083,42273.1,22802.4,26874.2
29.09,61.72,4.91,39312.2,27983.5,33620.1
20.76,54.17,0.079,31174.7,15914.1,18810.2
12.99,69.45,0.082,28089.1,18244.4,18303.6
21.72,66.89,4.914,34723.9,19643.2,15453.4
25.73,86.6,4.913,40537.4,28571.9,31177.4
27.51,35.55,4.926,46806.4,27407.9,19668.7
14.09,63.47,0.085,37099.7,20939.8,18558.1
15.38,66.11,4.708,33022.8,21902.7,16724.8
17.37,87,0.077,38738.9,15481.5,18001.5
25.89,85.6,4.914,46622.2,29457,40121.2
14.67,75.2,0.085,29000.8,22365.1,10366.4
21.57,84.4,4.915,26346.9,14459.9,12667.3
18.41,91.6,0.076,43244.1,27366,18902.4
10.59,80.8,0.075,42955.9,25451.7,25309.3
10.67,74.3,0.079,35157.4,30417.9,15097.2
11.47,67.94,4.919,20500.3,11226.7,11005.3
22.99,82.5,4.916,44436.1,26846.6,19704
17.45,55.87,0.086,34962.7,20611.6,16741.6
6.241,84.1,0.083,20879.1,16646.8,9778.63
21.09,70.8,4.918,33411.8,22226.6,26191.1
23.88,62.65,4.923,35398.2,21338.6,15873.6
20.77,67.47,4.927,36423.3,23015.5,18230.3
25.15,67.18,4.925,30821.7,17464.9,21450.8
15.79,51.79,4.921,29569.2,23347.9,10710.4
10.02,90.6,0.083,28420.1,17828,12112.3
21.01,86.5,0.067,41362.6,25959.7,25219.9
24.47,70.1,4.917,37153.9,20660.7,22165.7
